BUY,MNT,Doors,Persons,Lug,Safe,class
high,med,duas,quatro,big,low,unacc
high,med,duas,quatro,big,med,acc
high,med,duas,quatro,big,high,acc
high,med,duas,more,small,low,unacc
high,med,duas,more,small,med,unacc
high,med,duas,more,small,high,unacc
high,med,duas,more,med,low,unacc
high,med,duas,more,med,med,unacc
high,med,duas,more,med,high,acc
high,med,duas,more,big,low,unacc
high,med,duas,more,big,med,acc
high,med,duas,more,big,high,acc
high,med,tres,duas,small,low,unacc
high,med,tres,duas,small,med,unacc
high,med,tres,duas,small,high,unacc
high,med,tres,duas,med,low,unacc
high,med,tres,duas,med,med,unacc
high,med,tres,duas,med,high,unacc
high,med,tres,duas,big,low,unacc
high,med,tres,duas,big,med,unacc
high,med,tres,duas,big,high,unacc
high,med,tres,quatro,small,low,unacc
high,med,tres,quatro,small,med,unacc
high,med,tres,quatro,small,high,acc
high,med,tres,quatro,med,low,unacc
high,med,tres,quatro,med,med,unacc
high,med,tres,quatro,med,high,acc
high,med,tres,quatro,big,low,unacc
high,med,tres,quatro,big,med,acc
high,med,tres,quatro,big,high,acc
high,med,tres,more,small,low,unacc
high,med,tres,more,small,med,unacc
high,med,tres,more,small,high,acc
high,med,tres,more,med,low,unacc
high,med,tres,more,med,med,acc
high,med,tres,more,med,high,acc
high,med,tres,more,big,low,unacc
high,med,tres,more,big,med,acc
high,med,tres,more,big,high,acc
high,med,quatro,duas,small,low,unacc
high,med,quatro,duas,small,med,unacc
high,med,quatro,duas,small,high,unacc
high,med,quatro,duas,med,low,unacc
high,med,quatro,duas,med,med,unacc
high,med,quatro,duas,med,high,unacc
high,med,quatro,duas,big,low,unacc
high,med,quatro,duas,big,med,unacc
high,med,quatro,duas,big,high,unacc
high,med,quatro,quatro,small,low,unacc
high,med,quatro,quatro,small,med,unacc
high,med,quatro,quatro,small,high,acc
high,med,quatro,quatro,med,low,unacc
high,med,quatro,quatro,med,med,acc
high,med,quatro,quatro,med,high,acc
high,med,quatro,quatro,big,low,unacc
high,med,quatro,quatro,big,med,acc
high,med,quatro,quatro,big,high,acc
high,med,quatro,more,small,low,unacc
high,med,quatro,more,small,med,unacc
high,med,quatro,more,small,high,acc
high,med,quatro,more,med,low,unacc
high,med,quatro,more,med,med,acc
high,med,quatro,more,med,high,acc
high,med,quatro,more,big,low,unacc
high,med,quatro,more,big,med,acc
high,med,quatro,more,big,high,acc
high,med,5more,duas,small,low,unacc
high,med,5more,duas,small,med,unacc
high,med,5more,duas,small,high,unacc
high,med,5more,duas,med,low,unacc
high,med,5more,duas,med,med,unacc
high,med,5more,duas,med,high,unacc
high,med,5more,duas,big,low,unacc
high,med,5more,duas,big,med,unacc
high,med,5more,duas,big,high,unacc
high,med,5more,quatro,small,low,unacc
high,med,5more,quatro,small,med,unacc
high,med,5more,quatro,small,high,acc
high,med,5more,quatro,med,low,unacc
high,med,5more,quatro,med,med,acc
high,med,5more,quatro,med,high,acc
high,med,5more,quatro,big,low,unacc
high,med,5more,quatro,big,med,acc
high,med,5more,quatro,big,high,acc
high,med,5more,more,small,low,unacc
high,med,5more,more,small,med,unacc
high,med,5more,more,small,high,acc
high,med,5more,more,med,low,unacc
high,med,5more,more,med,med,acc
high,med,5more,more,med,high,acc
high,med,5more,more,big,low,unacc
high,med,5more,more,big,med,acc
high,med,5more,more,big,high,acc
high,low,duas,duas,small,low,unacc
high,low,duas,duas,small,med,unacc
high,low,duas,duas,small,high,unacc
high,low,duas,duas,med,low,unacc
high,low,duas,duas,med,med,unacc
high,low,duas,duas,med,high,unacc
high,low,duas,duas,big,low,unacc
high,low,duas,duas,big,med,unacc
high,low,duas,duas,big,high,unacc
high,low,duas,quatro,small,low,unacc
high,low,duas,quatro,small,med,unacc
high,low,duas,quatro,small,high,acc
high,low,duas,quatro,med,low,unacc
high,low,duas,quatro,med,med,unacc
high,low,duas,quatro,med,high,acc
high,low,duas,quatro,big,low,unacc
high,low,duas,quatro,big,med,acc
high,low,duas,quatro,big,high,acc
high,low,duas,more,small,low,unacc
high,low,duas,more,small,med,unacc
high,low,duas,more,small,high,unacc
high,low,duas,more,med,low,unacc
high,low,duas,more,med,med,unacc
high,low,duas,more,med,high,acc
high,low,duas,more,big,low,unacc
high,low,duas,more,big,med,acc
high,low,duas,more,big,high,acc
high,low,tres,duas,small,low,unacc
high,low,tres,duas,small,med,unacc
high,low,tres,duas,small,high,unacc
high,low,tres,duas,med,low,unacc
high,low,tres,duas,med,med,unacc
high,low,tres,duas,med,high,unacc
high,low,tres,duas,big,low,unacc
high,low,tres,duas,big,med,unacc
high,low,tres,duas,big,high,unacc
high,low,tres,quatro,small,low,unacc
high,low,tres,quatro,small,med,unacc
high,low,tres,quatro,small,high,acc
high,low,tres,quatro,med,low,unacc
high,low,tres,quatro,med,med,unacc
high,low,tres,quatro,med,high,acc
high,low,tres,quatro,big,low,unacc
high,low,tres,quatro,big,med,acc
high,low,tres,quatro,big,high,acc
high,low,tres,more,small,low,unacc
high,low,tres,more,small,med,unacc
high,low,tres,more,small,high,acc
high,low,tres,more,med,low,unacc
high,low,tres,more,med,med,acc
high,low,tres,more,med,high,acc
high,low,tres,more,big,low,unacc
high,low,tres,more,big,med,acc
high,low,tres,more,big,high,acc
high,low,quatro,duas,small,low,unacc
high,low,quatro,duas,small,med,unacc
high,low,quatro,duas,small,high,unacc
high,low,quatro,duas,med,low,unacc
high,low,quatro,duas,med,med,unacc
high,low,quatro,duas,med,high,unacc
high,low,quatro,duas,big,low,unacc
high,low,quatro,duas,big,med,unacc
high,low,quatro,duas,big,high,unacc
high,low,quatro,quatro,small,low,unacc
high,low,quatro,quatro,small,med,unacc
high,low,quatro,quatro,small,high,acc
high,low,quatro,quatro,med,low,unacc
high,low,quatro,quatro,med,med,acc
high,low,quatro,quatro,med,high,acc
high,low,quatro,quatro,big,low,unacc
high,low,quatro,quatro,big,med,acc
high,low,quatro,quatro,big,high,acc
high,low,quatro,more,small,low,unacc
high,low,quatro,more,small,med,unacc
high,low,quatro,more,small,high,acc
high,low,quatro,more,med,low,unacc
high,low,quatro,more,med,med,acc
high,low,quatro,more,med,high,acc
high,low,quatro,more,big,low,unacc
high,low,quatro,more,big,med,acc
high,low,quatro,more,big,high,acc
high,low,5more,duas,small,low,unacc
high,low,5more,duas,small,med,unacc
high,low,5more,duas,small,high,unacc
high,low,5more,duas,med,low,unacc
high,low,5more,duas,med,med,unacc
high,low,5more,duas,med,high,unacc
high,low,5more,duas,big,low,unacc
high,low,5more,duas,big,med,unacc
high,low,5more,duas,big,high,unacc
high,low,5more,quatro,small,low,unacc
high,low,5more,quatro,small,med,unacc
high,low,5more,quatro,small,high,acc
high,low,5more,quatro,med,low,unacc
high,low,5more,quatro,med,med,acc
high,low,5more,quatro,med,high,acc
high,low,5more,quatro,big,low,unacc
high,low,5more,quatro,big,med,acc
high,low,5more,quatro,big,high,acc
high,low,5more,more,small,low,unacc
high,low,5more,more,small,med,unacc
high,low,5more,more,small,high,acc
high,low,5more,more,med,low,unacc
high,low,5more,more,med,med,acc
high,low,5more,more,med,high,acc
high,low,5more,more,big,low,unacc
high,low,5more,more,big,med,acc
high,low,5more,more,big,high,acc
med,vhigh,duas,duas,small,low,unacc
med,vhigh,duas,duas,small,med,unacc
med,vhigh,duas,duas,small,high,unacc
med,vhigh,duas,duas,med,low,unacc
med,vhigh,duas,duas,med,med,unacc
med,vhigh,duas,duas,med,high,unacc
med,vhigh,duas,duas,big,low,unacc
med,vhigh,duas,duas,big,med,unacc
med,vhigh,duas,duas,big,high,unacc
med,vhigh,duas,quatro,small,low,unacc
med,vhigh,duas,quatro,small,med,unacc
med,vhigh,duas,quatro,small,high,acc
med,vhigh,duas,quatro,med,low,unacc
med,vhigh,duas,quatro,med,med,unacc
med,vhigh,duas,quatro,med,high,acc
med,vhigh,duas,quatro,big,low,unacc
med,vhigh,duas,quatro,big,med,acc
med,vhigh,duas,quatro,big,high,acc
med,vhigh,duas,more,small,low,unacc
med,vhigh,duas,more,small,med,unacc
med,vhigh,duas,more,small,high,unacc
med,vhigh,duas,more,med,low,unacc
med,vhigh,duas,more,med,med,unacc
med,vhigh,duas,more,med,high,acc
med,vhigh,duas,more,big,low,unacc
med,vhigh,duas,more,big,med,acc
med,vhigh,duas,more,big,high,acc
med,vhigh,tres,duas,small,low,unacc
med,vhigh,tres,duas,small,med,unacc
med,vhigh,tres,duas,small,high,unacc
med,vhigh,tres,duas,med,low,unacc
med,vhigh,tres,duas,med,med,unacc
med,vhigh,tres,duas,med,high,unacc
med,vhigh,tres,duas,big,low,unacc
med,vhigh,tres,duas,big,med,unacc
med,vhigh,tres,duas,big,high,unacc
med,vhigh,tres,quatro,small,low,unacc
med,vhigh,tres,quatro,small,med,unacc
med,vhigh,tres,quatro,small,high,acc
med,vhigh,tres,quatro,med,low,unacc
med,vhigh,tres,quatro,med,med,unacc
med,vhigh,tres,quatro,med,high,acc
med,vhigh,tres,quatro,big,low,unacc
med,vhigh,tres,quatro,big,med,acc
med,vhigh,tres,quatro,big,high,acc
med,vhigh,tres,more,small,low,unacc
med,vhigh,tres,more,small,med,unacc
med,vhigh,tres,more,small,high,acc
med,vhigh,tres,more,med,low,unacc
med,vhigh,tres,more,med,med,acc
med,vhigh,tres,more,med,high,acc
med,vhigh,tres,more,big,low,unacc
med,vhigh,tres,more,big,med,acc
med,vhigh,tres,more,big,high,acc
med,vhigh,quatro,duas,small,low,unacc
med,vhigh,quatro,duas,small,med,unacc
med,vhigh,quatro,duas,small,high,unacc
med,vhigh,quatro,duas,med,low,unacc
med,vhigh,quatro,duas,med,med,unacc
med,vhigh,quatro,duas,med,high,unacc
med,vhigh,quatro,duas,big,low,unacc
med,vhigh,quatro,duas,big,med,unacc
med,vhigh,quatro,duas,big,high,unacc
med,vhigh,quatro,quatro,small,low,unacc
med,vhigh,quatro,quatro,small,med,unacc
med,vhigh,quatro,quatro,small,high,acc
med,vhigh,quatro,quatro,med,low,unacc
med,vhigh,quatro,quatro,med,med,acc
med,vhigh,quatro,quatro,med,high,acc
med,vhigh,quatro,quatro,big,low,unacc
med,vhigh,quatro,quatro,big,med,acc
med,vhigh,quatro,quatro,big,high,acc
med,vhigh,quatro,more,small,low,unacc
med,vhigh,quatro,more,small,med,unacc
med,vhigh,quatro,more,small,high,acc
med,vhigh,quatro,more,med,low,unacc
med,vhigh,quatro,more,med,med,acc
med,vhigh,quatro,more,med,high,acc
med,vhigh,quatro,more,big,low,unacc
med,vhigh,quatro,more,big,med,acc
med,vhigh,quatro,more,big,high,acc
med,vhigh,5more,duas,small,low,unacc
med,vhigh,5more,duas,small,med,unacc
med,vhigh,5more,duas,small,high,unacc
med,vhigh,5more,duas,med,low,unacc
med,vhigh,5more,duas,med,med,unacc
med,vhigh,5more,duas,med,high,unacc
med,vhigh,5more,duas,big,low,unacc
med,vhigh,5more,duas,big,med,unacc
med,vhigh,5more,duas,big,high,unacc
med,vhigh,5more,quatro,small,low,unacc
med,vhigh,5more,quatro,small,med,unacc
med,vhigh,5more,quatro,small,high,acc
med,vhigh,5more,quatro,med,low,unacc
med,vhigh,5more,quatro,med,med,acc
med,vhigh,5more,quatro,med,high,acc
med,vhigh,5more,quatro,big,low,unacc
med,vhigh,5more,quatro,big,med,acc
med,vhigh,5more,quatro,big,high,acc
med,vhigh,5more,more,small,low,unacc
med,vhigh,5more,more,small,med,unacc
med,vhigh,5more,more,small,high,acc
med,vhigh,5more,more,med,low,unacc
med,vhigh,5more,more,med,med,acc
med,vhigh,5more,more,med,high,acc
med,vhigh,5more,more,big,low,unacc
med,vhigh,5more,more,big,med,acc
med,vhigh,5more,more,big,high,acc
med,high,duas,duas,small,low,unacc
med,high,duas,duas,small,med,unacc
med,high,duas,duas,small,high,unacc
med,high,duas,duas,med,low,unacc
med,high,duas,duas,med,med,unacc
med,high,duas,duas,med,high,unacc
med,high,duas,duas,big,low,unacc
med,high,duas,duas,big,med,unacc
med,high,duas,duas,big,high,unacc
med,high,duas,quatro,small,low,unacc
med,high,duas,quatro,small,med,unacc
med,high,duas,quatro,small,high,acc
med,high,duas,quatro,med,low,unacc
med,high,duas,quatro,med,med,unacc
med,high,duas,quatro,med,high,acc
med,high,duas,quatro,big,low,unacc
med,high,duas,quatro,big,med,acc
med,high,duas,quatro,big,high,acc
med,high,duas,more,small,low,unacc
med,high,duas,more,small,med,unacc
med,high,duas,more,small,high,unacc
med,high,duas,more,med,low,unacc
med,high,duas,more,med,med,unacc
med,high,duas,more,med,high,acc
med,high,duas,more,big,low,unacc
med,high,duas,more,big,med,acc
med,high,duas,more,big,high,acc
med,high,tres,duas,small,low,unacc
med,high,tres,duas,small,med,unacc
med,high,tres,duas,small,high,unacc
med,high,tres,duas,med,low,unacc
med,high,tres,duas,med,med,unacc
med,high,tres,duas,med,high,unacc
med,high,tres,duas,big,low,unacc
med,high,tres,duas,big,med,unacc
med,high,tres,duas,big,high,unacc
med,high,tres,quatro,small,low,unacc
med,high,tres,quatro,small,med,unacc
med,high,tres,quatro,small,high,acc
med,high,tres,quatro,med,low,unacc
med,high,tres,quatro,med,med,unacc
med,high,tres,quatro,med,high,acc
med,high,tres,quatro,big,low,unacc
med,high,tres,quatro,big,med,acc
med,high,tres,quatro,big,high,acc
med,high,tres,more,small,low,unacc
med,high,tres,more,small,med,unacc
med,high,tres,more,small,high,acc
med,high,tres,more,med,low,unacc
med,high,tres,more,med,med,acc
med,high,tres,more,med,high,acc
med,high,tres,more,big,low,unacc
med,high,tres,more,big,med,acc
med,high,tres,more,big,high,acc
med,high,quatro,duas,small,low,unacc
med,high,quatro,duas,small,med,unacc
med,high,quatro,duas,small,high,unacc
med,high,quatro,duas,med,low,unacc
med,high,quatro,duas,med,med,unacc
med,high,quatro,duas,med,high,unacc
med,high,quatro,duas,big,low,unacc
med,high,quatro,duas,big,med,unacc
med,high,quatro,duas,big,high,unacc
med,high,quatro,quatro,small,low,unacc
med,high,quatro,quatro,small,med,unacc
med,high,quatro,quatro,small,high,acc
med,high,quatro,quatro,med,low,unacc
med,high,quatro,quatro,med,med,acc
med,high,quatro,quatro,med,high,acc
med,high,quatro,quatro,big,low,unacc
med,high,quatro,quatro,big,med,acc
med,high,quatro,quatro,big,high,acc
med,high,quatro,more,small,low,unacc
med,high,quatro,more,small,med,unacc
med,high,quatro,more,small,high,acc
med,high,quatro,more,med,low,unacc
med,high,quatro,more,med,med,acc
med,high,quatro,more,med,high,acc
med,high,quatro,more,big,low,unacc
med,high,quatro,more,big,med,acc
med,high,quatro,more,big,high,acc
med,high,5more,duas,small,low,unacc
med,high,5more,duas,small,med,unacc
med,high,5more,duas,small,high,unacc
med,high,5more,duas,med,low,unacc
med,high,5more,duas,med,med,unacc
med,high,5more,duas,med,high,unacc
med,high,5more,duas,big,low,unacc
med,high,5more,duas,big,med,unacc
med,high,5more,duas,big,high,unacc
med,high,5more,quatro,small,low,unacc
med,high,5more,quatro,small,med,unacc
med,high,5more,quatro,small,high,acc
med,high,5more,quatro,med,low,unacc
med,high,5more,quatro,med,med,acc
med,high,5more,quatro,med,high,acc
med,high,5more,quatro,big,low,unacc
med,high,5more,quatro,big,med,acc
med,high,5more,quatro,big,high,acc
med,high,5more,more,small,low,unacc
med,high,5more,more,small,med,unacc
med,high,5more,more,small,high,acc
med,high,5more,more,med,low,unacc
med,high,5more,more,med,med,acc
med,high,5more,more,med,high,acc
med,high,5more,more,big,low,unacc
med,high,5more,more,big,med,acc
med,high,5more,more,big,high,acc
med,med,duas,duas,small,low,unacc
med,med,duas,duas,small,med,unacc
med,med,duas,duas,small,high,unacc
med,med,duas,duas,med,low,unacc
med,med,duas,duas,med,med,unacc
med,med,duas,duas,med,high,unacc
med,med,duas,duas,big,low,unacc
med,med,duas,duas,big,med,unacc
med,med,duas,duas,big,high,unacc
med,med,duas,quatro,small,low,unacc
med,med,duas,quatro,small,med,acc
med,med,duas,quatro,small,high,acc
med,med,duas,quatro,med,low,unacc
med,med,duas,quatro,med,med,acc
med,med,duas,quatro,med,high,acc
med,med,duas,quatro,big,low,unacc
med,med,duas,quatro,big,med,acc
med,med,duas,quatro,big,high,vgood
med,med,duas,more,small,low,unacc
med,med,duas,more,small,med,unacc
med,med,duas,more,small,high,unacc
med,med,duas,more,med,low,unacc
med,med,duas,more,med,med,acc
med,med,duas,more,med,high,acc
med,med,duas,more,big,low,unacc
med,med,duas,more,big,med,acc
med,med,duas,more,big,high,vgood
med,med,tres,duas,small,low,unacc
med,med,tres,duas,small,med,unacc
med,med,tres,duas,small,high,unacc
med,med,tres,duas,med,low,unacc
med,med,tres,duas,med,med,unacc
med,med,tres,duas,med,high,unacc
med,med,tres,duas,big,low,unacc
med,med,tres,duas,big,med,unacc
med,med,tres,duas,big,high,unacc
med,med,tres,quatro,small,low,unacc
med,med,tres,quatro,small,med,acc
med,med,tres,quatro,small,high,acc
med,med,tres,quatro,med,low,unacc
med,med,tres,quatro,med,med,acc
med,med,tres,quatro,med,high,acc
med,med,tres,quatro,big,low,unacc
med,med,tres,quatro,big,med,acc
med,med,tres,quatro,big,high,vgood
med,med,tres,more,small,low,unacc
med,med,tres,more,small,med,acc
med,med,tres,more,small,high,acc
med,med,tres,more,med,low,unacc
med,med,tres,more,med,med,acc
med,med,tres,more,med,high,vgood
med,med,tres,more,big,low,unacc
med,med,tres,more,big,med,acc
med,med,tres,more,big,high,vgood
med,med,quatro,duas,small,low,unacc
med,med,quatro,duas,small,med,unacc
med,med,quatro,duas,small,high,unacc
med,med,quatro,duas,med,low,unacc
med,med,quatro,duas,med,med,unacc
med,med,quatro,duas,med,high,unacc
med,med,quatro,duas,big,low,unacc
med,med,quatro,duas,big,med,unacc
med,med,quatro,duas,big,high,unacc
med,med,quatro,quatro,small,low,unacc
med,med,quatro,quatro,small,med,acc
med,med,quatro,quatro,small,high,acc
med,med,quatro,quatro,med,low,unacc
med,med,quatro,quatro,med,med,acc
med,med,quatro,quatro,med,high,vgood
med,med,quatro,quatro,big,low,unacc
med,med,quatro,quatro,big,med,acc
med,med,quatro,quatro,big,high,vgood
med,med,quatro,more,small,low,unacc
med,med,quatro,more,small,med,acc
med,med,quatro,more,small,high,acc
med,med,quatro,more,med,low,unacc
med,med,quatro,more,med,med,acc
med,med,quatro,more,med,high,vgood
med,med,quatro,more,big,low,unacc
med,med,quatro,more,big,med,acc
med,med,quatro,more,big,high,vgood
med,med,5more,duas,small,low,unacc
med,med,5more,duas,small,med,unacc
med,med,5more,duas,small,high,unacc
med,med,5more,duas,med,low,unacc
med,med,5more,duas,med,med,unacc
med,med,5more,duas,med,high,unacc
med,med,5more,duas,big,low,unacc
med,med,5more,duas,big,med,unacc
med,med,5more,duas,big,high,unacc
med,med,5more,quatro,small,low,unacc
med,med,5more,quatro,small,med,acc
med,med,5more,quatro,small,high,acc
med,med,5more,quatro,med,low,unacc
med,med,5more,quatro,med,med,acc
med,med,5more,quatro,med,high,vgood
med,med,5more,quatro,big,low,unacc
med,med,5more,quatro,big,med,acc
med,med,5more,quatro,big,high,vgood
med,med,5more,more,small,low,unacc
med,med,5more,more,small,med,acc
med,med,5more,more,small,high,acc
med,med,5more,more,med,low,unacc
med,med,5more,more,med,med,acc
med,med,5more,more,med,high,vgood
med,med,5more,more,big,low,unacc
med,med,5more,more,big,med,acc
med,med,5more,more,big,high,vgood
med,low,duas,duas,small,low,unacc
med,low,duas,duas,small,med,unacc
med,low,duas,duas,small,high,unacc
med,low,duas,duas,med,low,unacc
med,low,duas,duas,med,med,unacc
med,low,duas,duas,med,high,unacc
med,low,duas,duas,big,low,unacc
med,low,duas,duas,big,med,unacc
med,low,duas,duas,big,high,unacc
med,low,duas,quatro,small,low,unacc
med,low,duas,quatro,small,med,acc
med,low,duas,quatro,small,high,good
med,low,duas,quatro,med,low,unacc
med,low,duas,quatro,med,med,acc
med,low,duas,quatro,med,high,good
med,low,duas,quatro,big,low,unacc
med,low,duas,quatro,big,med,good
med,low,duas,quatro,big,high,vgood
med,low,duas,more,small,low,unacc
med,low,duas,more,small,med,unacc
med,low,duas,more,small,high,unacc
med,low,duas,more,med,low,unacc
med,low,duas,more,med,med,acc
med,low,duas,more,med,high,good
med,low,duas,more,big,low,unacc
med,low,duas,more,big,med,good
med,low,duas,more,big,high,vgood
med,low,tres,duas,small,low,unacc
med,low,tres,duas,small,med,unacc
med,low,tres,duas,small,high,unacc
med,low,tres,duas,med,low,unacc
med,low,tres,duas,med,med,unacc
med,low,tres,duas,med,high,unacc
med,low,tres,duas,big,low,unacc
med,low,tres,duas,big,med,unacc
med,low,tres,duas,big,high,unacc
med,low,tres,quatro,small,low,unacc
med,low,tres,quatro,small,med,acc
med,low,tres,quatro,small,high,good
med,low,tres,quatro,med,low,unacc
med,low,tres,quatro,med,med,acc
med,low,tres,quatro,med,high,good
med,low,tres,quatro,big,low,unacc
med,low,tres,quatro,big,med,good
med,low,tres,quatro,big,high,vgood
med,low,tres,more,small,low,unacc
med,low,tres,more,small,med,acc
med,low,tres,more,small,high,good
med,low,tres,more,med,low,unacc
med,low,tres,more,med,med,good
med,low,tres,more,med,high,vgood
med,low,tres,more,big,low,unacc
med,low,tres,more,big,med,good
med,low,tres,more,big,high,vgood
med,low,quatro,duas,small,low,unacc
med,low,quatro,duas,small,med,unacc
med,low,quatro,duas,small,high,unacc
med,low,quatro,duas,med,low,unacc
med,low,quatro,duas,med,med,unacc
med,low,quatro,duas,med,high,unacc
med,low,quatro,duas,big,low,unacc
med,low,quatro,duas,big,med,unacc
med,low,quatro,duas,big,high,unacc
med,low,quatro,quatro,small,low,unacc
med,low,quatro,quatro,small,med,acc
med,low,quatro,quatro,small,high,good
med,low,quatro,quatro,med,low,unacc
med,low,quatro,quatro,med,med,good
med,low,quatro,quatro,med,high,vgood
med,low,quatro,quatro,big,low,unacc
med,low,quatro,quatro,big,med,good
med,low,quatro,quatro,big,high,vgood
med,low,quatro,more,small,low,unacc
med,low,quatro,more,small,med,acc
med,low,quatro,more,small,high,good
med,low,quatro,more,med,low,unacc
med,low,quatro,more,med,med,good
med,low,quatro,more,med,high,vgood
med,low,quatro,more,big,low,unacc
med,low,quatro,more,big,med,good
med,low,quatro,more,big,high,vgood
med,low,5more,duas,small,low,unacc
med,low,5more,duas,small,med,unacc
med,low,5more,duas,small,high,unacc
med,low,5more,duas,med,low,unacc
med,low,5more,duas,med,med,unacc
med,low,5more,duas,med,high,unacc
med,low,5more,duas,big,low,unacc
med,low,5more,duas,big,med,unacc
med,low,5more,duas,big,high,unacc
med,low,5more,quatro,small,low,unacc
med,low,5more,quatro,small,med,acc
med,low,5more,quatro,small,high,good
med,low,5more,quatro,med,low,unacc
med,low,5more,quatro,med,med,good
med,low,5more,quatro,med,high,vgood
med,low,5more,quatro,big,low,unacc
med,low,5more,quatro,big,med,good
med,low,5more,quatro,big,high,vgood
med,low,5more,more,small,low,unacc
med,low,5more,more,small,med,acc
med,low,5more,more,small,high,good
med,low,5more,more,med,low,unacc
med,low,5more,more,med,med,good
med,low,5more,more,med,high,vgood
med,low,5more,more,big,low,unacc
med,low,5more,more,big,med,good
med,low,5more,more,big,high,vgood
low,vhigh,duas,duas,small,low,unacc
low,vhigh,duas,duas,small,med,unacc
low,vhigh,duas,duas,small,high,unacc
low,vhigh,duas,duas,med,low,unacc
low,vhigh,duas,duas,med,med,unacc
low,vhigh,duas,duas,med,high,unacc
low,vhigh,duas,duas,big,low,unacc
low,vhigh,duas,duas,big,med,unacc
low,vhigh,duas,duas,big,high,unacc
low,vhigh,duas,quatro,small,low,unacc
low,vhigh,duas,quatro,small,med,unacc
low,vhigh,duas,quatro,small,high,acc
low,vhigh,duas,quatro,med,low,unacc
low,vhigh,duas,quatro,med,med,unacc
low,vhigh,duas,quatro,med,high,acc
low,vhigh,duas,quatro,big,low,unacc
low,vhigh,duas,quatro,big,med,acc
low,vhigh,duas,quatro,big,high,acc
low,vhigh,duas,more,small,low,unacc
low,vhigh,duas,more,small,med,unacc
low,vhigh,duas,more,small,high,unacc
low,vhigh,duas,more,med,low,unacc
low,vhigh,duas,more,med,med,unacc
low,vhigh,duas,more,med,high,acc
low,vhigh,duas,more,big,low,unacc
low,vhigh,duas,more,big,med,acc
low,vhigh,duas,more,big,high,acc
low,vhigh,tres,duas,small,low,unacc
low,vhigh,tres,duas,small,med,unacc
low,vhigh,tres,duas,small,high,unacc
low,vhigh,tres,duas,med,low,unacc
low,vhigh,tres,duas,med,med,unacc
low,vhigh,tres,duas,med,high,unacc
low,vhigh,tres,duas,big,low,unacc
low,vhigh,tres,duas,big,med,unacc
low,vhigh,tres,duas,big,high,unacc
low,vhigh,tres,quatro,small,low,unacc
low,vhigh,tres,quatro,small,med,unacc
low,vhigh,tres,quatro,small,high,acc
low,vhigh,tres,quatro,med,low,unacc
low,vhigh,tres,quatro,med,med,unacc
low,vhigh,tres,quatro,med,high,acc
low,vhigh,tres,quatro,big,low,unacc
low,vhigh,tres,quatro,big,med,acc
low,vhigh,tres,quatro,big,high,acc
low,vhigh,tres,more,small,low,unacc
low,vhigh,tres,more,small,med,unacc
low,vhigh,tres,more,small,high,acc
low,vhigh,tres,more,med,low,unacc
low,vhigh,tres,more,med,med,acc
low,vhigh,tres,more,med,high,acc
low,vhigh,tres,more,big,low,unacc
low,vhigh,tres,more,big,med,acc
low,vhigh,tres,more,big,high,acc
low,vhigh,quatro,duas,small,low,unacc
low,vhigh,quatro,duas,small,med,unacc
low,vhigh,quatro,duas,small,high,unacc
low,vhigh,quatro,duas,med,low,unacc
low,vhigh,quatro,duas,med,med,unacc
low,vhigh,quatro,duas,med,high,unacc
low,vhigh,quatro,duas,big,low,unacc
low,vhigh,quatro,duas,big,med,unacc
low,vhigh,quatro,duas,big,high,unacc
low,vhigh,quatro,quatro,small,low,unacc
low,vhigh,quatro,quatro,small,med,unacc
low,vhigh,quatro,quatro,small,high,acc
low,vhigh,quatro,quatro,med,low,unacc
low,vhigh,quatro,quatro,med,med,acc
low,vhigh,quatro,quatro,med,high,acc
low,vhigh,quatro,quatro,big,low,unacc
low,vhigh,quatro,quatro,big,med,acc
low,vhigh,quatro,quatro,big,high,acc
low,vhigh,quatro,more,small,low,unacc
low,vhigh,quatro,more,small,med,unacc
low,vhigh,quatro,more,small,high,acc
low,vhigh,quatro,more,med,low,unacc
low,vhigh,quatro,more,med,med,acc
low,vhigh,quatro,more,med,high,acc
low,vhigh,quatro,more,big,low,unacc
low,vhigh,quatro,more,big,med,acc
low,vhigh,quatro,more,big,high,acc
low,vhigh,5more,duas,small,low,unacc
low,vhigh,5more,duas,small,med,unacc
low,vhigh,5more,duas,small,high,unacc
low,vhigh,5more,duas,med,low,unacc
low,vhigh,5more,duas,med,med,unacc
low,vhigh,5more,duas,med,high,unacc
low,vhigh,5more,duas,big,low,unacc
low,vhigh,5more,duas,big,med,unacc
low,vhigh,5more,duas,big,high,unacc
low,vhigh,5more,quatro,small,low,unacc
low,vhigh,5more,quatro,small,med,unacc
low,vhigh,5more,quatro,small,high,acc
low,vhigh,5more,quatro,med,low,unacc
low,vhigh,5more,quatro,med,med,acc
low,vhigh,5more,quatro,med,high,acc
low,vhigh,5more,quatro,big,low,unacc
low,vhigh,5more,quatro,big,med,acc
low,vhigh,5more,quatro,big,high,acc
low,vhigh,5more,more,small,low,unacc
low,vhigh,5more,more,small,med,unacc
low,vhigh,5more,more,small,high,acc
low,vhigh,5more,more,med,low,unacc
low,vhigh,5more,more,med,med,acc
low,vhigh,5more,more,med,high,acc
low,vhigh,5more,more,big,low,unacc
low,vhigh,5more,more,big,med,acc
low,vhigh,5more,more,big,high,acc
low,high,duas,duas,small,low,unacc
low,high,duas,duas,small,med,unacc
low,high,duas,duas,small,high,unacc
low,high,duas,duas,med,low,unacc
